Reaction ID	Reaction name	Lower bound	Reaction equation	GPR	Pathway
ACONTb	aconitase (half-reaction B, Isocitrate hydro-lyase)	-1000.0	1.0 h2o_c + 1.0 acon_DASH_C_c <=> 1.0 icit_c	(SCO5926 or SCO5999)	Citric Acid Cycle
AKGDH	2-Oxogluterate dehydrogenase	0.0	1.0 akg_c + 1.0 coa_c + 1.0 nad_c -> 1.0 co2_c + 1.0 succoa_c + 1.0 nadh_c	((SCO7123 and SCO2181 and SCO5281) or (SCO0884 and SCO3443 and SCO3460 and SCO7123 and SCO2181) or SCO3443 or SCO3460 or SCO2180 or SCO4919)	Citric Acid Cycle
AKGDH2	2-Oxogluterate dehydrogenase (NADP via ferredoxin)	0.0	1.0 akg_c + 1.0 nadp_c + 1.0 coa_c -> 1.0 succoa_c + 1.0 co2_c + 1.0 nadph_c	((SCO4594 and SCO6269 and SCO4595 and SCO6270) or (SCO0681 and SCO4594 and SCO6269 and SCO4595 and SCO6270))	Citric Acid Cycle
CITL	Citrate lyase	0.0	1.0 cit_c -> 1.0 ac_c + 1.0 oaa_c	(SCO2033)	Citric Acid Cycle
CS	citrate synthase	0.0	1.0 h2o_c + 1.0 oaa_c + 1.0 accoa_c -> 1.0 coa_c + 1.0 h_c + 1.0 cit_c	(SCO4388 or SCO2736 or SCO5832 or SCO4388 or SCO2736 or SCO5832)	Citric Acid Cycle
FUM	fumarase	-1000.0	1.0 h2o_c + 1.0 fum_c <=> 1.0 mal_DASH_L_c	(SCO5042)	Citric Acid Cycle
ICDHyr	isocitrate dehydrogenase (NADP)	-1000.0	1.0 icit_c + 1.0 nadp_c <=> 1.0 akg_c + 1.0 co2_c + 1.0 nadph_c	(SCO7000)	Citric Acid Cycle
MDH	malate dehydrogenase	-1000.0	1.0 mal_DASH_L_c + 1.0 nad_c <=> 1.0 nadh_c + 1.0 h_c + 1.0 oaa_c	(SCO4827)	Citric Acid Cycle
SUCOAS	succinyl-CoA synthetase (ADP-forming)	-1000.0	1.0 succ_c + 1.0 coa_c + 1.0 atp_c <=> 1.0 pi_c + 1.0 succoa_c + 1.0 adp_c	((SCO6585 and SCO4808 and SCO4809 and SCO6586) or (SCO6585 and SCO4808 and SCO4809 and SCO6586))	Citric Acid Cycle
4HTHRS	4-Hydroxy-L-threonine synthase	0.0	1.0 h2o_c + 1.0 phthr_c -> 1.0 pi_c + 1.0 4hthr_c	(SCO4293 or SCO5355)	Cofactor and Prosthetic Group Biosynthesis
5DOAN	5'-deoxyadenosine nuclosidase	0.0	1.0 h2o_c + 1.0 dad_DASH_5_c -> 1.0 ade_c + 1.0 5drib_c	()	Cofactor and Prosthetic Group Biosynthesis
ACBIPGT	Adenosyl cobinamide phosphate guanyltransferase	0.0	1.0 adocbip_c + 1.0 gtp_c + 1.0 h_c -> 1.0 ppi_c + 1.0 agdpcbi_c	(SCO2173)	Cofactor and Prosthetic Group Biosynthesis
ACPpds	acyl-carrier-protein phosphodiesterase	0.0	1.0 h2o_c + 1.0 ACP_c -> 1.0 pan4p_c + 1.0 apoACP_c + 1.0 h_c	(SCO0046)	Cofactor and Prosthetic Group Biosynthesis
ACPpdsact	acyl-carrier-protein phosphodiesterase (actinorhodin)	0.0	1.0 ACPact_c + 1.0 h2o_c -> 1.0 pan4p_c + 1.0 apoACPact_c + 1.0 h_c	(SCO0046)	Cofactor and Prosthetic Group Biosynthesis
ACPpdscda	acyl-carrier-protein phosphodiesterase (calcium-dependent antibiotics)	0.0	1.0 h2o_c + 1.0 ACPcda_c -> 1.0 pan4p_c + 1.0 apoACPcda_c + 1.0 h_c	(SCO0046)	Cofactor and Prosthetic Group Biosynthesis
ACPpdsredL	acyl-carrier-protein phosphodiesterase (redL)	0.0	1.0 ACPredL_c + 1.0 h2o_c -> 1.0 pan4p_c + 1.0 h_c + 1.0 apoACPredL_c	(SCO0046)	Cofactor and Prosthetic Group Biosynthesis
ACPpdsredN	acyl-carrier-protein phosphodiesterase (redN)	0.0	1.0 h2o_c + 1.0 ACPredN_c -> 1.0 pan4p_c + 1.0 apoACPredN_c + 1.0 h_c	(SCO0046)	Cofactor and Prosthetic Group Biosynthesis
ACPpdsredQ	acyl-carrier-protein phosphodiesterase (redQ)	0.0	1.0 h2o_c + 1.0 ACPredQ_c -> 1.0 pan4p_c + 1.0 apoACPredQ_c + 1.0 h_c	(SCO0046)	Cofactor and Prosthetic Group Biosynthesis
ACPS1	acyl-carrier protein synthase	0.0	1.0 apoACP_c + 1.0 coa_c -> 1.0 ACP_c + 1.0 pap_c + 1.0 h_c	(SCO4744)	Cofactor and Prosthetic Group Biosynthesis
ACPSact	acyl-carrier protein synthase (actinorhodin)	0.0	1.0 apoACPact_c + 1.0 coa_c -> 1.0 ACPact_c + 1.0 pap_c + 1.0 h_c	(SCO4744)	Cofactor and Prosthetic Group Biosynthesis
ACPScda	acyl-carrier protein synthase (calcium-dependent antibiotics)	0.0	1.0 apoACPcda_c + 1.0 coa_c -> 1.0 ACPcda_c + 1.0 pap_c + 1.0 h_c	(SCO6673)	Cofactor and Prosthetic Group Biosynthesis
ACPSredL	acyl-carrier protein synthase (redL)	0.0	1.0 coa_c + 1.0 apoACPredL_c -> 1.0 ACPredL_c + 1.0 pap_c + 1.0 h_c	(SCO4744)	Cofactor and Prosthetic Group Biosynthesis
ACPSredN	acyl-carrier protein synthase (redN)	0.0	1.0 apoACPredN_c + 1.0 coa_c -> 1.0 pap_c + 1.0 h_c + 1.0 ACPredN_c	(SCO4744)	Cofactor and Prosthetic Group Biosynthesis
ACPSredQ	acyl-carrier protein synthase (redQ)	0.0	1.0 apoACPredQ_c + 1.0 coa_c -> 1.0 pap_c + 1.0 h_c + 1.0 ACPredQ_c	(SCO4744)	Cofactor and Prosthetic Group Biosynthesis
ADCL	4-aminobenzoate synthase	0.0	1.0 4adcho_c -> 1.0 pyr_c + 1.0 h_c + 1.0 4abz_c	()	Cofactor and Prosthetic Group Biosynthesis
ADCPS1	adenosylcobinamide-phosphate synthase	0.0	1.0 appl_c + 1.0 adcobhex_c + 1.0 atp_c -> 1.0 pi_c + 1.0 adocbi_c + 1.0 h_c + 1.0 adp_c	(SCO1847)	Cofactor and Prosthetic Group Biosynthesis
ADCPS2	adenosylcobinamide-phosphate synthase	0.0	1.0 applp_c + 1.0 adcobhex_c + 1.0 atp_c -> 1.0 adocbip_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	(SCO1847)	Cofactor and Prosthetic Group Biosynthesis
ADCS	4-amino-4-deoxychorismate synthase	0.0	1.0 chor_c + 1.0 gln_DASH_L_c -> 1.0 glu_DASH_L_c + 1.0 4adcho_c	(SCO3851 or SCO3213)	Cofactor and Prosthetic Group Biosynthesis
ADCYRS	adenosylcobyric acid synthase (glutamine-hydrolysing)	0.0	1.0 adcobdam_c + 4.0 h2o_c + 4.0 atp_c + 4.0 gln_DASH_L_c -> 4.0 glu_DASH_L_c + 4.0 pi_c + 1.0 adcobhex_c + 4.0 h_c + 4.0 adp_c	(SCO1848)	Cofactor and Prosthetic Group Biosynthesis
ADOCBIK	Adenosyl cobinamide kinase	0.0	1.0 adocbi_c + 1.0 atp_c -> 1.0 adocbip_c + 1.0 h_c + 1.0 adp_c	(SCO2173)	Cofactor and Prosthetic Group Biosynthesis
ADOCBLS	Adenosylcobalamin 5'-phosphate synthase	0.0	1.0 rdmbzi_c + 1.0 agdpcbi_c -> 1.0 adocbl_c + 1.0 gmp_c + 1.0 h_c	(SCO2177)	Cofactor and Prosthetic Group Biosynthesis
AHMMPS	4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	0.0	2.0 h_c + 1.0 air_c -> 1.0 pi_c + 1.0 4ahmmp_c + 1.0 gcald_c	(SCO3928)	Cofactor and Prosthetic Group Biosynthesis
AKP1	alkaline phosphatase (Dihydroneopterin)	0.0	3.0 h2o_c + 1.0 ahdt_c -> 1.0 dhnpt_c + 3.0 pi_c + 2.0 h_c	(SCO0828 or SCO2068 or SCO2286 or SCO0828 or SCO2068 or SCO2286)	Cofactor and Prosthetic Group Biosynthesis
ALATA_D2	D-alanine transaminase	0.0	1.0 ala_DASH_D_c + 1.0 pydx5p_c -> 1.0 pyam5p_c + 1.0 pyr_c	(SCO1087 or SCO5470 or SCO4837 or SCO5364)	Cofactor and Prosthetic Group Biosynthesis
ALATA_L2	alanine transaminase	0.0	1.0 ala_DASH_L_c + 1.0 pydx5p_c -> 1.0 pyr_c + 1.0 pyam5p_c	(SCO1087 or SCO5470 or SCO4837 or SCO5364)	Cofactor and Prosthetic Group Biosynthesis
AMAOTr	adenosylmethionine-8-amino-7-oxononanoate transaminase	-1000.0	1.0 amet_c + 1.0 8aonn_c <=> 1.0 amob_c + 1.0 dann_c	(SCO5655 or SCO1245)	Cofactor and Prosthetic Group Biosynthesis
AMMQLT9	S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 9)	0.0	1.0 amet_c + 1.0 2dmmql9_c -> 1.0 ahcys_c + 1.0 h_c + 1.0 mql9_c	(SCO4556)	Cofactor and Prosthetic Group Biosynthesis
AOXSr2	8-amino-7-oxononanoate synthase	0.0	1.0 ala_DASH_L_c + 1.0 pimACP_c -> 1.0 8aonn_c + 1.0 co2_c + 1.0 ACP_c	(SCO6800 or SCO5890 or SCO1243)	Cofactor and Prosthetic Group Biosynthesis
APRAUR	5-amino-6-(5-phosphoribosylamino)uracil reductase	0.0	1.0 5apru_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 5aprbu_c	(SCO2688 or SCO4106)	Cofactor and Prosthetic Group Biosynthesis
ASP1DC	aspartate 1-decarboxylase	0.0	1.0 asp_DASH_L_c + 1.0 h_c -> 1.0 ala_DASH_B_c + 1.0 co2_c	((SCO0978 and SCO3416))	Cofactor and Prosthetic Group Biosynthesis
ASPO5	L-aspartate oxidase	0.0	1.0 fum_c + 1.0 asp_DASH_L_c -> 1.0 succ_c + 1.0 iasp_c + 1.0 h_c	(SCO5107 or SCO3382 or SCO4856 or SCO7109)	Cofactor and Prosthetic Group Biosynthesis
ASPO6	L-aspartate oxidase	0.0	1.0 o2_c + 1.0 asp_DASH_L_c -> 1.0 h2o2_c + 1.0 iasp_c + 1.0 h_c	(SCO5107 or SCO3382 or SCO4856 or SCO7109)	Cofactor and Prosthetic Group Biosynthesis
BACCL	biotin-[acetyl-CoA-carboxylase] ligase	0.0	1.0 btn_c + 1.0 h_c + 1.0 atp_c -> 1.0 btamp_c + 1.0 ppi_c	(SCO4927)	Cofactor and Prosthetic Group Biosynthesis
BMOCOS	bis-molybdenum cofactor synthase	0.0	1.0 moco_c + 1.0 mptamp_c -> 1.0 cu2_c + 1.0 amp_c + 1.0 bmoco_c	(SCO3181)	Cofactor and Prosthetic Group Biosynthesis
BMOGDS1	bis-molybdopterin guanine dinucleotide synthase (single GDP)	0.0	1.0 gtp_c + 1.0 bmoco_c + 1.0 h_c -> 1.0 bmoco1gdp_c + 1.0 ppi_c	(SCO3828)	Cofactor and Prosthetic Group Biosynthesis
BMOGDS2	bis-molybdopterin guanine dinucleotide synthase	0.0	1.0 bmoco1gdp_c + 1.0 gtp_c + 1.0 h_c -> 1.0 ppi_c + 1.0 bmocogdp_c	(SCO3828)	Cofactor and Prosthetic Group Biosynthesis
BTS5	Biotin synthase	0.0	1.0 amet_c + 1.0 2fe2s_c + 1.0 dtbt_c -> 1.0 2fe1s_c + 1.0 btn_c + 1.0 dad_DASH_5_c + 1.0 h_c + 1.0 met_DASH_L_c	(SCO1244)	Cofactor and Prosthetic Group Biosynthesis
BWCOGDS1	tungsten bispterin guanine dinucleotide synthase (single GDP)	0.0	1.0 bwco_c + 1.0 gtp_c + 1.0 h_c -> 1.0 ppi_c + 1.0 bwco1gdp_c	(SCO3828)	Cofactor and Prosthetic Group Biosynthesis
BWCOGDS2	tungsten bispterin guanine dinucleotide synthase	0.0	1.0 gtp_c + 1.0 h_c + 1.0 bwco1gdp_c -> 1.0 ppi_c + 1.0 bwcogdp_c	(SCO3828)	Cofactor and Prosthetic Group Biosynthesis
BWCOS	tungsten bispterin cofactor synthase	0.0	1.0 wco_c + 1.0 mptamp_c -> 1.0 cu2_c + 1.0 bwco_c + 1.0 amp_c	(SCO3181)	Cofactor and Prosthetic Group Biosynthesis
CBIAT	Cobinamide adenyltransferase	-1000.0	1.0 cbi_c + 1.0 h_c + 1.0 atp_c <=> 1.0 pppi_c + 1.0 adocbi_c	(SCO1851)	Cofactor and Prosthetic Group Biosynthesis
CDPMEK	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	0.0	1.0 4c2me_c + 1.0 atp_c -> 1.0 2p4c2me_c + 1.0 h_c + 1.0 adp_c	(SCO3148)	Cofactor and Prosthetic Group Biosynthesis
CFL	chorismate futalosine-lyase	0.0	1.0 pep_c + 1.0 chor_c + 1.0 h_c + 1.0 ins_c -> 1.0 pyr_c + 1.0 pi_c + 1.0 co2_c + 1.0 h2o_c + 1.0 futal_c	(SCO4506)	Cofactor and Prosthetic Group Biosynthesis
CIGAMS	cys-1L-myo-inositol 2-deoxy-D-glucopyranoside synthase	0.0	1.0 atp_c + 1.0 igam_c + 1.0 cys_DASH_L_c -> 1.0 cigam_c + 1.0 ppi_c + 1.0 amp_c + 2.0 h_c	(SCO1663 or SCO4235)	Cofactor and Prosthetic Group Biosynthesis
COCHL	cobaltochelatase	0.0	1.0 hgbam_c + 1.0 h2o_c + 1.0 cobalt2_c + 1.0 atp_c -> 1.0 co2dam_c + 1.0 pi_c + 2.0 h_c + 1.0 adp_c	(SCO1849)	Cofactor and Prosthetic Group Biosynthesis
CPC2MT	cobalt-precorrin-2 C20-methyltransferase	0.0	1.0 amet_c + 1.0 copre2_c -> 1.0 ahcys_c + 1.0 h_c + 1.0 copre3_c	(SCO1853)	Cofactor and Prosthetic Group Biosynthesis
CPC3MT	cobalt-precorrin-3B C17-methyltransferase	0.0	1.0 amet_c + 1.0 copre3_c -> 1.0 ahcys_c + 1.0 copre4_c	(SCO1857)	Cofactor and Prosthetic Group Biosynthesis
CPC4MT	cobalt-precorrin-4 C11-methyltransferase	0.0	1.0 amet_c + 1.0 copre4_c -> 1.0 ahcys_c + 1.0 copre5_c + 1.0 h_c	(SCO1855)	Cofactor and Prosthetic Group Biosynthesis
CPC5MT	cobalt-precorrin-5 C1-methyltransferase	0.0	1.0 amet_c + 1.0 h2o_c + 1.0 copre5_c -> 1.0 acald_c + 1.0 ahcys_c + 1.0 copre6_c + 1.0 h_c	(SCO1857)	Cofactor and Prosthetic Group Biosynthesis
CPC6R	cobalt-precorrin-6A reductase	0.0	1.0 copre6_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 codhpre6_c	(SCO3283)	Cofactor and Prosthetic Group Biosynthesis
CPC8MM	cobalt-precorrin-8X methylmutase	-1000.0	1.0 copre8_c <=> 1.0 cobya_c	(SCO3282)	Cofactor and Prosthetic Group Biosynthesis
CPMPS	cyclic pyranopterin monophosphate synthase	0.0	1.0 h2o_c + 1.0 gtp_c -> 1.0 ppi_c + 1.0 cpmp_c	((SCO1821 and SCO3180))	Cofactor and Prosthetic Group Biosynthesis
CPPPGO2	Oxygen Independent coproporphyrinogen-III oxidase	0.0	2.0 amet_c + 1.0 cpppg3_c -> 2.0 co2_c + 2.0 dad_DASH_5_c + 1.0 pppg9_c + 2.0 met_DASH_L_c	(SCO2559)	Cofactor and Prosthetic Group Biosynthesis
CYRDAAT	cob(I)yrinic acid a,c-diamide adenosyltransferase	0.0	1.0 co1dam_c + 1.0 atp_c + 1.0 h_c -> 1.0 pppi_c + 1.0 adcobdam_c	(SCO1851)	Cofactor and Prosthetic Group Biosynthesis
CYRDAR	cob(II)yrinic acid a,c-diamide reductase	0.0	2.0 co2dam_c + 1.0 nadh_c -> 1.0 h_c + 1.0 nad_c + 2.0 co1dam_c	()	Cofactor and Prosthetic Group Biosynthesis
CYRDAS	Cob(II)yrinate a,c-diamide synthase (glutamine-hydrolysing)	0.0	1.0 h2o_c + 2.0 gln_DASH_L_c + 2.0 atp_c + 1.0 cobya_c -> 1.0 co2dam_c + 2.0 glu_DASH_L_c + 1.0 ppi_c + 1.0 h_c + 2.0 adp_c	(SCO1852)	Cofactor and Prosthetic Group Biosynthesis
DB4PS	3,4-Dihydroxy-2-butanone-4-phosphate synthase	0.0	1.0 ru5p_DASH_D_c -> 1.0 for_c + 1.0 h_c + 1.0 db4p_c	(SCO6655 or SCO2687 or SCO1441)	Cofactor and Prosthetic Group Biosynthesis
DBTS	dethiobiotin synthase	0.0	1.0 co2_c + 1.0 dann_c + 1.0 atp_c -> 1.0 pi_c + 3.0 h_c + 1.0 adp_c + 1.0 dtbt_c	(SCO1246)	Cofactor and Prosthetic Group Biosynthesis
DHFR	dihydrofolate reductase	-1000.0	1.0 nadph_c + 1.0 h_c + 1.0 dhf_c <=> 1.0 nadp_c + 1.0 thf_c	()	Cofactor and Prosthetic Group Biosynthesis
DHFS	dihydrofolate synthase	0.0	1.0 dhpt_c + 1.0 glu_DASH_L_c + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 adp_c + 1.0 dhf_c	(SCO2614)	Cofactor and Prosthetic Group Biosynthesis
DHFUTALS	de-hypoxanthine futalosine synthase	0.0	1.0 dhfutal_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 h_c + 1.0 cdhfutal_c	(SCO4429 or SCO4550 or SCO4494)	Cofactor and Prosthetic Group Biosynthesis
DHNAI	1,4-dihydroxynaphthoate isomerization (hypothetical reaction)	0.0	1.0 dh6na_c -> 1.0 dhna_c	()	Cofactor and Prosthetic Group Biosynthesis
DHNANT4	1,4-dihydroxy-2-naphthoate nonaprenyltransferase	0.0	1.0 nndp_c + 1.0 dhna_c + 1.0 h_c -> 1.0 ppi_c + 1.0 co2_c + 1.0 2dmmql9_c	()	Cofactor and Prosthetic Group Biosynthesis
DHNAS	1,4-dihydroxy-6-naphthoate synthase	0.0	1.0 cdhfutal_c -> 1.0 dh6na_c + 1.0 glyald_c	(SCO4326)	Cofactor and Prosthetic Group Biosynthesis
DHNPA2r	dihydroneopterin aldolase reversible	-1000.0	1.0 dhnpt_c <=> 1.0 6hmhpt_c + 1.0 gcald_c	(SCO3400)	Cofactor and Prosthetic Group Biosynthesis
DHNPTE	Dihydroneopterin epimerase	-1000.0	1.0 dhnpt_c <=> 1.0 dhmpt_c	(SCO3400)	Cofactor and Prosthetic Group Biosynthesis
DHPPDA2	diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)	0.0	1.0 h2o_c + 1.0 h_c + 1.0 25drapp_c -> 1.0 5apru_c + 1.0 nh4_c	(SCO2688)	Cofactor and Prosthetic Group Biosynthesis
DHPS2	dihydropteroate synthase	0.0	1.0 6hmhptpp_c + 1.0 4abz_c -> 1.0 dhpt_c + 1.0 ppi_c	(SCO3398)	Cofactor and Prosthetic Group Biosynthesis
DMATT	dimethylallyltranstransferase	0.0	1.0 dmpp_c + 1.0 ipdp_c -> 1.0 ppi_c + 1.0 grdp_c	(SCO0185 or SCO0565 or SCO5250 or SCO6763)	Cofactor and Prosthetic Group Biosynthesis
DMBZIDS	5,6-dimethylbenzimidazole synthase	0.0	1.0 fmnh2_c + 1.0 o2_c -> 1.0 dmbzid_c + 1.0 e4p_c + 1.0 dalua_c	()	Cofactor and Prosthetic Group Biosynthesis
DMPPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	0.0	1.0 nadh_c + 1.0 h_c + 1.0 h2mb4p_c -> 1.0 dmpp_c + 1.0 h2o_c + 1.0 nad_c	(SCO5058)	Cofactor and Prosthetic Group Biosynthesis
DNADDP	Deaminido NAD diphosphatase	0.0	1.0 dnad_c + 1.0 h2o_c -> 1.0 nicrnt_c + 1.0 amp_c + 2.0 h_c	(SCO5186)	Cofactor and Prosthetic Group Biosynthesis
DPCOAK	dephospho-CoA kinase	0.0	1.0 dpcoa_c + 1.0 atp_c -> 1.0 coa_c + 1.0 h_c + 1.0 adp_c	(SCO1996)	Cofactor and Prosthetic Group Biosynthesis
DPR	2-dehydropantoate 2-reductase	0.0	1.0 nadph_c + 1.0 h_c + 1.0 2dhp_c -> 1.0 nadp_c + 1.0 pant_DASH_R_c	(SCO6562)	Cofactor and Prosthetic Group Biosynthesis
DXPRIi	1-deoxy-D-xylulose reductoisomerase	0.0	1.0 dxyl5p_c + 1.0 nadph_c + 1.0 h_c -> 1.0 2me4p_c + 1.0 nadp_c	(SCO5694)	Cofactor and Prosthetic Group Biosynthesis
DXPS	1-deoxy-D-xylulose 5-phosphate synthase	0.0	1.0 pyr_c + 1.0 g3p_c + 1.0 h_c -> 1.0 dxyl5p_c + 1.0 co2_c	(SCO6013 or SCO6768)	Cofactor and Prosthetic Group Biosynthesis
DXYLK	1-Deoxy-D-xylulose kinase	0.0	1.0 atp_c + 1.0 dxyl_c -> 1.0 dxyl5p_c + 1.0 h_c + 1.0 adp_c	(SCO1170 or SCO2462)	Cofactor and Prosthetic Group Biosynthesis
E4PD	Erythrose 4-phosphate dehydrogenase	-1000.0	1.0 e4p_c + 1.0 h2o_c + 1.0 nad_c <=> 1.0 4per_c + 1.0 nadh_c + 2.0 h_c	(SCO1947 or SCO7511 or SCO7040 or SCO1947 or SCO7511 or SCO7040)	Cofactor and Prosthetic Group Biosynthesis
EGMEACPR	Enoylglutaryl-[ACP] methyl ester reductase	0.0	1.0 egmeACP_c + 1.0 nadph_c + 1.0 h_c -> 1.0 gmeACP_c + 1.0 nadp_c	(SCO1814)	Cofactor and Prosthetic Group Biosynthesis
EPMEACPR	Enoylpimeloyl-[ACP] methyl ester reductase	0.0	1.0 epmeACP_c + 1.0 nadph_c + 1.0 h_c -> 1.0 pmeACP_c + 1.0 nadp_c	(SCO1814)	Cofactor and Prosthetic Group Biosynthesis
FADRx2	FAD reductase	0.0	1.0 nadph_c + 1.0 h_c + 1.0 fad_c -> 1.0 fadh2_c + 1.0 nadp_c	(SCO6102)	Cofactor and Prosthetic Group Biosynthesis
FCLT	Ferrochelatase	0.0	1.0 fe2_c + 1.0 ppp9_c -> 2.0 h_c + 1.0 pheme_c	(SCO5859)	Cofactor and Prosthetic Group Biosynthesis
FLVR	flavin reductase	0.0	1.0 nadph_c + 1.0 h_c + 1.0 ribflv_c -> 1.0 rbflvrd_c + 1.0 nadp_c	(SCO6102)	Cofactor and Prosthetic Group Biosynthesis
FMNAT	FMN adenylyltransferase	0.0	1.0 fmn_c + 1.0 h_c + 1.0 atp_c -> 1.0 ppi_c + 1.0 fad_c	(SCO5711)	Cofactor and Prosthetic Group Biosynthesis
FMNRx	FMN reductase	0.0	1.0 nadh_c + 1.0 fmn_c + 1.0 h_c -> 1.0 fmnh2_c + 1.0 nad_c	(SCO3295)	Cofactor and Prosthetic Group Biosynthesis
FMNRx2	FMN reductase	0.0	1.0 nadph_c + 1.0 fmn_c + 1.0 h_c -> 1.0 fmnh2_c + 1.0 nadp_c	(SCO3295)	Cofactor and Prosthetic Group Biosynthesis
FRTT	farnesyltranstransferase	0.0	1.0 ipdp_c + 1.0 frdp_c -> 1.0 ggdp_c + 1.0 ppi_c	(SCO0185 or SCO0565 or SCO5250 or SCO6763)	Cofactor and Prosthetic Group Biosynthesis
FUTALH	futalosine hydrolase	0.0	1.0 h2o_c + 1.0 futal_c -> 1.0 hxan_c + 1.0 dhfutal_c	(SCO4327)	Cofactor and Prosthetic Group Biosynthesis
G1SAT	glutamate-1-semialdehyde aminotransferase	-1000.0	1.0 glu1sa_c <=> 1.0 5aop_c	(SCO0401 or SCO4469)	Cofactor and Prosthetic Group Biosynthesis
GDPDPK	GDP diphosphokinase	0.0	1.0 gdp_c + 1.0 atp_c -> 1.0 ppgpp_c + 1.0 h_c + 1.0 amp_c	(SCO5794 or SCO1513)	Cofactor and Prosthetic Group Biosynthesis
GDPTPDP	guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase	0.0	1.0 gdptp_c + 1.0 h2o_c -> 1.0 ppi_c + 1.0 gtp_c	(SCO5794 or SCO1513)	Cofactor and Prosthetic Group Biosynthesis
GGTT	geranylgeranyltranstransferase	0.0	1.0 ggdp_c + 1.0 ipdp_c -> 1.0 ppi_c + 1.0 ppdp_c	(SCO6763 or SCO4583)	Cofactor and Prosthetic Group Biosynthesis
GLUTRR	glutamyl-tRNA reductase	0.0	1.0 glutrna_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 glu1sa_c + 1.0 trnaglu_c	(SCO3319)	Cofactor and Prosthetic Group Biosynthesis
GLUTRS	Glutamyl-tRNA synthetase	0.0	1.0 glu_DASH_L_c + 1.0 trnaglu_c + 1.0 atp_c -> 1.0 glutrna_c + 1.0 ppi_c + 1.0 amp_c	(SCO5547)	Cofactor and Prosthetic Group Biosynthesis
GRTT	geranyltranstransferase	0.0	1.0 ipdp_c + 1.0 grdp_c -> 1.0 ppi_c + 1.0 frdp_c	(SCO0185 or SCO0565 or SCO5250 or SCO6763)	Cofactor and Prosthetic Group Biosynthesis
GTHRDH	glutathione hydralase	0.0	1.0 h2o_c + 1.0 gthrd_c -> 1.0 glu_DASH_L_c + 1.0 cgly_c	(SCO6407 or SCO5945 or SCO6444 or SCO5945 or SCO6444)	Cofactor and Prosthetic Group Biosynthesis
GTPCI	GTP cyclohydrolase I	0.0	1.0 h2o_c + 1.0 gtp_c -> 1.0 h_c + 1.0 for_c + 1.0 ahdt_c	(SCO3403)	Cofactor and Prosthetic Group Biosynthesis
GTPCII2	GTP cyclohydrolase II (25drapp)	0.0	3.0 h2o_c + 1.0 gtp_c -> 1.0 ppi_c + 2.0 h_c + 1.0 for_c + 1.0 25drapp_c	(SCO6655 or SCO2687 or SCO1441)	Cofactor and Prosthetic Group Biosynthesis
GTPCIII2	GTP cyclohydrolase III (2a5farapp)	0.0	2.0 h2o_c + 1.0 gtp_c -> 1.0 ppi_c + 1.0 h_c + 1.0 2a5farapp_c	(SCO6655 or SCO2687 or SCO1441)	Cofactor and Prosthetic Group Biosynthesis
GTPDPDP	guanosine-5'-triphosphate,3'-diphosphate diphosphatase	0.0	1.0 h2o_c + 1.0 gdptp_c -> 1.0 ppgpp_c + 1.0 pi_c + 1.0 h_c	(SCO3093)	Cofactor and Prosthetic Group Biosynthesis
GTPDPK	GTP diphosphokinase	0.0	1.0 gtp_c + 1.0 atp_c -> 1.0 gdptp_c + 1.0 h_c + 1.0 amp_c	(SCO5794 or SCO1513)	Cofactor and Prosthetic Group Biosynthesis
HBADAS	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing)	0.0	1.0 h2o_c + 1.0 hgbyr_c + 2.0 atp_c + 2.0 gln_DASH_L_c -> 1.0 hgbam_c + 1.0 ppi_c + 2.0 glu_DASH_L_c + 2.0 h_c + 2.0 adp_c	(SCO1852)	Cofactor and Prosthetic Group Biosynthesis
HEMEAS	Heme A synthase	0.0	1.0 h2o_c + 1.0 hemeO_c -> 1.0 _c + 4.0 h_c	(SCO1930)	Cofactor and Prosthetic Group Biosynthesis
HEMEOS	Heme O synthase	0.0	1.0 h2o_c + 1.0 frdp_c + 1.0 pheme_c -> 1.0 ppi_c + 1.0 hemeO_c	(SCO1934)	Cofactor and Prosthetic Group Biosynthesis
HEPTT	trans-hexaprenyltranstransferase	0.0	1.0 ipdp_c + 1.0 hepdp_c -> 1.0 ppi_c + 1.0 octdp_c	(SCO6763 or SCO4583)	Cofactor and Prosthetic Group Biosynthesis
HEXTT	trans-hexaprenyltranstransferase	0.0	1.0 ipdp_c + 1.0 hexdp_c -> 1.0 ppi_c + 1.0 hepdp_c	(SCO6763 or SCO4583)	Cofactor and Prosthetic Group Biosynthesis
